Section,Role,Channel,Title,Test Data,Preconditions,Steps,Expected Result,Platform,TestMethod,Type,P,References,Release version,QA Responsibility,TestRailID
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check PassportJS EkoApiKey strategy should handle correctly when key format is malformed,Malformed key: not-a-valid-key-format,None,"1. Send request with malformed API key
2. Observe PassportJS handling","1. Request returns 401 Unauthorized
2. No server error or crash
3. Error is logged for monitoring",API,Manual,Regression Test,P2,Security,,,C1552441
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check API should prevent cross-tenant data access when using valid key from different tenant,Valid API key from Tenant A / accessing Tenant B data,Multi-tenant setup with separate API keys,"1. Use Tenant A API key
2. Request data belonging to Tenant B
3. Observe response","1. Request returns 403 or 404
2. No Tenant B data is returned
3. Cross-tenant isolation is enforced",API,Manual,Regression Test,P1,Security,,,C1552442
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check webhook HMAC should reject tampered payload at process endpoint,Modified webhook payload with original HMAC signature,Process endpoint verifies HMAC,"1. Capture a valid webhook request
2. Modify the payload body
3. Replay with original HMAC signature","1. HMAC verification fails
2. Endpoint rejects the tampered request
3. Integrity violation is detectable",API,Manual,Regression Test,P2,Security,,,C1552443
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return current run status when valid job and run IDs are provided,POST {endpoint}/status-check with valid IDs,Job run is in PROCESSING state,"1. Send POST to status-check endpoint
2. Include valid job ID and run ID
3. Observe response","1. Response returns 200 OK
2. Status shows current run state (PROCESSING)
3. Per-user breakdown is included",API,Manual,Smoke Test,P1,Status Check,,,C1552444
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return completed status after run finishes successfully,Completed run with all users SUCCESS,Job run has completed,"1. Send status-check for completed run
2. Observe response","1. Status shows SUCCESS
2. All users show SUCCESS status
3. Completion timestamp is present",API,Manual,Smoke Test,P1,Status Check,,,C1552445
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return PARTIAL status when run has mixed results,Run with 7 SUCCESS / 3 FAILED,Job run has completed with mixed results,"1. Send status-check for partially successful run
2. Observe response","1. Status shows PARTIAL
2. Success count shows 7
3. Failed count shows 3
4. Per-user details are available",API,Manual,Sanity Test,P1,Status Check,,,C1552446
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return 404 when run ID does not exist,Non-existent run ID,None,"1. Send status-check with fabricated run ID
2. Observe response","1. Response returns 404 Not Found
2. Error message indicates run not found",API,Manual,Regression Test,P1,Status Check,,,C1552447
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should require authentication,Status-check request without auth header,None,"1. Send status-check without authentication
2. Observe response","1. Response returns 401 Unauthorized
2. No run data is returned",API,Manual,Regression Test,P1,Status Check,,,C1552448
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return FAILED status when all users in run have failed,Run where all 5 users failed,Job run completed with all failures,"1. Send status-check for fully failed run
2. Observe response","1. Status shows FAILED
2. All 5 users show FAILED status
3. Error details are available per user",API,Manual,Regression Test,P2,Status Check,,,C1552449
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should handle correctly when called rapidly in succession,10 rapid status-check requests within 1 second,Job run is in PROCESSING state,"1. Send 10 rapid status-check requests
2. Observe all responses","1. All 10 requests return valid responses
2. No rate-limit error (unless configured)
3. Status data is consistent across calls",API,Manual,Regression Test,P2,Status Check,,,C1552450
EkoAI Console > Release 18.00 (Morning Brief) > Status Check (API),Admin,API,Check status check should return real-time progress during long-running job with 100 users,Long-running job with 100 users / partial completion,Job run is actively processing 100 users,"1. Send status-check while job is processing
2. Check progress after 30 seconds
3. Check again after 60 seconds","1. First check shows partial progress (e.g. 20/100)
2. Second check shows increased progress (e.g. 50/100)
3. Per-user status updates in real-time",API,Manual,Regression Test,P2,Status Check,,,C1552451
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check ScheduledJob CRUD operations should work correctly on CosmosDB,Standard CRUD payloads,CosmosDB is the active database,"1. Create a ScheduledJob on CosmosDB
2. Read the record
3. Update a field
4. Delete the record","1. Create returns success with generated ID
2. Read returns correct data
3. Update reflects changes
4. Delete removes the record",API,Manual,Smoke Test,P1,Database,,,C1552452
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check ScheduledJob CRUD operations should work correctly on DynamoDB,Standard CRUD payloads,DynamoDB is the active database,"1. Create a ScheduledJob on DynamoDB
2. Read the record
3. Update a field
4. Delete the record","1. Create returns success with generated ID
2. Read returns correct data
3. Update reflects changes
4. Delete removes the record",API,Manual,Smoke Test,P1,Database,,,C1552453
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check repository abstraction should produce identical results for CosmosDB and DynamoDB operations,Same CRUD operations on both databases,Both databases are accessible,"1. Perform create/read/update/delete on CosmosDB
2. Perform identical operations on DynamoDB
3. Compare results","1. Response structures are identical
2. Data types are consistent
3. Query ordering is the same
4. No database-specific behavior leaks through abstraction",API,Manual,Sanity Test,P1,Database,,,C1552454
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check BullMQ dynamic queue should be created with unique name per job run,Multiple job runs,Redis is available for BullMQ,"1. Trigger run A
2. Trigger run B
3. Inspect Redis queue names","1. Run A queue has unique name containing run ID
2. Run B queue has different unique name
3. Queues are isolated",API,Manual,Sanity Test,P2,Database,,,C1552455
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check Redis should clean up completed BullMQ queues after job run finishes,Completed job run,Job run has finished processing all users,"1. Complete a job run
2. Wait for cleanup interval
3. Check Redis for orphan queues","1. Dynamic queue is cleaned up after completion
2. Redis memory is released
3. No orphan queues remain",API,Manual,Regression Test,P1,Database,,,C1552456
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check DynamoDB TTL should automatically remove expired records,HomePage record with expired TTL,DynamoDB TTL is configured on expiresAt field,"1. Create HomePage record with short TTL
2. Wait for TTL expiration
3. Verify record removal","1. Record is automatically deleted after TTL
2. Query no longer returns expired record
3. Cleanup happens without manual intervention",API,Manual,Regression Test,P1,Database,,,C1552457
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check database should handle concurrent writes when multiple callbacks arrive simultaneously,10 concurrent callbacks for same run,10 users completing process at same time,"1. Simulate 10 concurrent callback writes
2. Verify all writes succeed
3. Check data integrity","1. All 10 writes are processed
2. No data corruption or lost updates
3. Each user status is correctly recorded",API,Manual,Regression Test,P1,Database,,,C1552458
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check system should handle gracefully when Redis is temporarily unavailable,Redis connection interrupted,System is running normally / Redis goes down,"1. Simulate Redis connection failure
2. Observe BullMQ behavior
3. Restore Redis
4. Observe recovery","1. Error is logged when Redis is unavailable
2. No data loss for in-progress runs
3. System recovers when Redis comes back
4. Queued jobs resume processing",API,Manual,Regression Test,P1,Database,,,C1552459
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check CosmosDB query should return results in consistent order for pagination,Query with limit and offset for 50 records,50 ScheduledJob records exist in CosmosDB,"1. Query page 1 (limit 10 / offset 0)
2. Query page 2 (limit 10 / offset 10)
3. Verify no duplicates or gaps","1. Page 1 returns first 10 records
2. Page 2 returns next 10 records
3. No record appears in both pages
4. Total across pages matches 50",API,Manual,Regression Test,P2,Database,,,C1552460
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check system should handle gracefully when CosmosDB request units are throttled (429),CosmosDB returns 429 Too Many Requests,High load on CosmosDB partition,"1. Simulate CosmosDB 429 response
2. Observe retry behavior","1. System retries with backoff
2. No data loss
3. Request eventually succeeds
4. 429 is logged for monitoring",API,Manual,Regression Test,P2,Database,,,C1552461
EkoAI Console > Release 18.00 (Morning Brief) > Database and Infra (API),Admin,API,Check BullMQ should handle correctly when Redis memory is near capacity during large job run,Redis at 90% memory / job with 500 users,Redis memory is nearly full,"1. Trigger job with 500 users when Redis is near capacity
2. Monitor queue behavior
3. Observe error handling","1. System detects memory pressure
2. Either queues are processed in batches or error is raised
3. No silent data loss
4. Alert or log is generated",API,Manual,Regression Test,P2,Database,,,C1552462
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check etag-based update should prevent data corruption when cutoff and action complete simultaneously,Cutoff timeout and last action completing at same time,Run is at 24h mark / last user action is completing,"1. Simulate cutoff trigger at same time as final action completion
2. Observe etag conflict resolution","1. Etag check detects concurrent modification
2. One operation succeeds / other retries or fails gracefully
3. Final run status is consistent (not corrupted)",API,Manual,Smoke Test,P1,Race Conditions,,,C1552463
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check concurrent callbacks for different users in same run should not cause data corruption,5 callbacks arriving within 100ms for different users,Run with 5 users / all processes completing simultaneously,"1. Send 5 callbacks for different users nearly simultaneously
2. Verify all user statuses
3. Check run aggregate status","1. All 5 user statuses are correctly updated
2. No status is lost or overwritten
3. Run aggregate counts match (5 success)",API,Manual,Smoke Test,P1,Race Conditions,,,C1552464
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check job config update should not affect currently running job run,Config update during active run,Job run is in PROCESSING state,"1. Start a job run
2. While run is processing / update job configuration
3. Observe running job behavior","1. Running job uses frozen snapshot from trigger time
2. Config changes do not affect active run
3. Next run will use updated config",API,Manual,Regression Test,P1,Race Conditions,,,C1552465
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check scheduler should handle correctly when job is disabled while being triggered,isEnabled set to false during trigger processing,Job nextRun is due / admin disables job simultaneously,"1. At trigger time / simultaneously set isEnabled=false
2. Observe whether run starts or is aborted","1. System handles the race condition without error
2. Either run starts (was triggered before disable) or is prevented
3. No partial/corrupt state",API,Manual,Regression Test,P1,Race Conditions,,,C1552466
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check audience deletion should be handled when group is removed during active run,Group deleted from Eko Platform during run processing,Run is processing users from a group / group gets deleted,"1. Start run with group audience
2. Delete the group during processing
3. Observe per-user processing","1. Already-dispatched user requests continue
2. Not-yet-dispatched users may fail with clear error
3. Run completes without crash",API,Manual,Regression Test,P1,Race Conditions,,,C1552467
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check HomePage PUT update should handle etag conflict when two retries arrive simultaneously,Two retry callbacks for same user and run at same instant,User has existing HomePage / two retry callbacks race,"1. Send two PUT callbacks for same user at same time
2. Observe conflict resolution","1. One PUT succeeds
2. Second PUT either retries with new etag or fails gracefully
3. Final record is consistent
4. No data corruption",API,Manual,Regression Test,P1,Race Conditions,,,C1552468
EkoAI Console > Release 18.00 (Morning Brief) > Race Conditions (API),Admin,API,Check job deletion should be handled gracefully when delete occurs during active run processing,Job delete request while run is PROCESSING,Active run in progress / admin deletes the job,"1. Start a job run
2. While processing / delete the job
3. Observe run behavior","1. Active run either completes or is gracefully terminated
2. No orphan records left in database
3. No server error or crash",API,Manual,Regression Test,P2,Race Conditions,,,C1552469
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check GET /v1/scheduled-jobs should return paginated list of scheduled jobs,10 scheduled jobs exist,Admin is authenticated with valid API key,"1. Send GET /v1/scheduled-jobs
2. Observe response","1. Response returns 200 OK
2. Response body contains array of jobs
3. Pagination fields (page / limit / total) are present
4. Jobs contain expected fields",API,Manual,Smoke Test,P1,API Endpoints,,,C1552470
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check POST /v1/scheduled-jobs should create a new scheduled job,Valid payload: name / rrule / process endpoint / audience / action mode,Admin is authenticated with valid API key,"1. Send POST /v1/scheduled-jobs with valid payload
2. Observe response","1. Response returns 201 Created
2. Response body contains job ID
3. Job appears in GET list
4. scbk_ callback key is generated",API,Manual,Smoke Test,P1,API Endpoints,,,C1552471
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check GET /v1/scheduled-jobs/:id should return single job details,Valid job ID,Admin is authenticated / job exists,"1. Send GET /v1/scheduled-jobs/:id
2. Observe response","1. Response returns 200 OK
2. Response contains all job configuration fields
3. nextRun / isEnabled / RRULE are present",API,Manual,Smoke Test,P1,API Endpoints,,,C1552472
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check PUT /v1/scheduled-jobs/:id should update existing job configuration,Updated payload: new name and schedule,Admin is authenticated / job exists,"1. Send PUT /v1/scheduled-jobs/:id with updated fields
2. Observe response
3. GET the job to verify","1. Response returns 200 OK
2. Updated fields are reflected
3. nextRun is recalculated if schedule changed",API,Manual,Smoke Test,P1,API Endpoints,,,C1552473
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check DELETE /v1/scheduled-jobs/:id should remove the job,Valid job ID,Admin is authenticated / job exists,"1. Send DELETE /v1/scheduled-jobs/:id
2. Observe response
3. GET the deleted job","1. Response returns 200 OK or 204 No Content
2. Subsequent GET returns 404
3. Job no longer appears in list",API,Manual,Smoke Test,P1,API Endpoints,,,C1552474
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check POST /v1/scheduled-jobs should return 400 when required fields are missing,Payload missing cron / process / audience fields,Admin is authenticated with valid API key,"1. Send POST /v1/scheduled-jobs with incomplete payload
2. Observe response","1. Response returns 400 Bad Request
2. Error body lists missing required fields
3. No job is created",API,Manual,Regression Test,P1,API Endpoints,,,C1552475
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check GET /v1/scheduled-jobs/:id should return 404 when job ID does not exist,Non-existent job ID,Admin is authenticated with valid API key,"1. Send GET /v1/scheduled-jobs/:nonexistent
2. Observe response","1. Response returns 404 Not Found
2. Error message indicates job not found",API,Manual,Regression Test,P1,API Endpoints,,,C1552476
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check POST /v1/scheduled-jobs/runs/callback should process valid callback payload,Valid callback: id / status / quotaConsumed / result,Job run exists / valid callback key,"1. Send POST /v1/scheduled-jobs/runs/callback with valid payload
2. Observe response","1. Response returns 200 OK
2. User run status is updated
3. Callback data is stored",API,Manual,Regression Test,P1,API Endpoints,,,C1552477
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check HomePage API should return user's active HomePage records,User with 2 active HomePage records,API key with read scope,"1. Send GET request for user's HomePage records
2. Observe response","1. Response returns 200 OK
2. Array contains 2 active records
3. Expired records are excluded
4. Each record has content.blocks and refId",API,Manual,Regression Test,P2,API Endpoints,,,C1552478
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check API should return 405 Method Not Allowed when using wrong HTTP method,GET request to callback endpoint (expects POST),Admin is authenticated,"1. Send GET /v1/scheduled-jobs/runs/callback
2. Observe response","1. Response returns 405 Method Not Allowed
2. Error indicates POST is required",API,Manual,Regression Test,P2,API Endpoints,,,C1552479
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check API pagination should handle correctly when requesting page beyond total results,page=100 when only 10 jobs exist,Admin is authenticated / 10 jobs exist,"1. Send GET /v1/scheduled-jobs?page=100
2. Observe response","1. Response returns 200 OK
2. Empty array in results
3. Total count still shows 10
4. No error thrown",API,Manual,Regression Test,P2,API Endpoints,,,C1552480
EkoAI Console > Release 18.00 (Morning Brief) > API Endpoints (API),Admin,API,Check API should handle correctly when request body exceeds maximum allowed size,POST body with 10MB payload,Admin is authenticated,"1. Send POST /v1/scheduled-jobs with oversized body
2. Observe response","1. Response returns 413 Payload Too Large or 400
2. Error message indicates size limit
3. No server crash",API,Manual,Regression Test,P2,API Endpoints,,,C1552481
EkoAI Console > Release 18.00 (Morning Brief) > Dashboard (UI),Admin,Web,Check FAILURE LOGS panel should display jobs requiring attention when failures exist,Jobs with failed runs (SUCCESS RATE < 100%),Admin is on Morning Brief Dashboard / at least 1 job has failed runs,"1. Navigate to Morning Brief Dashboard
2. Observe FAILURE LOGS stat card
3. Click the expand/view button on the FAILURE LOGS card","1. FAILURE LOGS card shows count of failed job runs
2. Expand button is clickable
3. List of jobs with failures is displayed or modal opens",Web,Manual,Sanity Test,P1,Dashboard,,,C1552482
EkoAI Console > Release 18.00 (Morning Brief) > Dashboard (UI),Admin,Web,Check SUCCESS RATE stat card should display correct percentage based on run history,Jobs with known success/failure counts,Admin is on Morning Brief Dashboard with jobs that have run history,"1. Navigate to Morning Brief Dashboard
2. Observe SUCCESS RATE stat card
3. Compare displayed percentage with actual run history","1. SUCCESS RATE shows percentage (e.g. 21.98%)
2. Percentage reflects successful runs / total runs
3. Stat updates after new runs complete",Web,Manual,Regression Test,P2,Dashboard,,,C1552483
EkoAI Console > Release 18.00 (Morning Brief) > Dashboard (UI),Admin,Web,Check job card should display description subtitle under job name on Dashboard,Job with description: 'Morning brief description text',Admin is on Dashboard / job has description set,"1. Navigate to Morning Brief Dashboard
2. Observe job card layout
3. Check if description is visible under job name","1. Job name is displayed prominently
2. Description shows as subtitle below name
3. Description is truncated if too long",Web,Manual,Regression Test,P2,Dashboard,,,C1552484
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check Action dropdown should be disabled and pre-set to Home page on configuration page,,Admin is on Job Configuration page of an existing Morning Brief job,"1. Navigate to job configuration page
2. Observe the Action dropdown in Set Action section","1. Action dropdown shows 'Home page'
2. Dropdown is disabled (cannot be changed)
3. This reflects the fixed Morning Brief action type",Web,Manual,Smoke Test,P1,Job Configuration,,,C1552485
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check timeout format should use hh:mm:ss format with placeholder 00 : 00 : 00 on configuration page,Timeout: 00:10:00 (10 minutes),Admin is on Job Configuration page,"1. Navigate to job configuration page
2. Observe the Timeout field placeholder and format
3. Enter a timeout value
4. Observe formatting","1. Timeout placeholder shows '00 : 00 : 00'
2. Format hint shows 'hh:mm:ss (e.g. 00:01:00 = 1 min)'
3. Maximum allowed is 23:59:59
4. Field accepts valid HH:MM:SS values",Web,Manual,Regression Test,P2,Job Configuration,,,C1552486
EkoAI Console > Release 18.00 (Morning Brief) > History Logs (UI),Admin,Web,Check History Log search should filter runs when entering job name keyword,Search keyword matching job name,Admin is on History Log tab with multiple run records,"1. Navigate to History Log tab
2. Enter job name in search input
3. Click Search button
4. Observe filtered results","1. Only runs matching the search keyword are displayed
2. Run count decreases to match filter
3. Search can be cleared to show all runs",Web,Manual,Sanity Test,P2,History Logs,,,C1552487
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Custom recurrence modal should open when selecting ""Custom..."" from Repeat dropdown in Create wizard",,"Admin is logged in to EkoAI Console
Create Scheduled Job wizard is open at Step 1 (Job Configuration)","1. Click the Repeat dropdown (first .ant-select-selector on wizard page)
2. Observe the dropdown options
3. Select ""Custom...""
4. Observe the result","1. Repeat dropdown shows preset options: Weekly on Monday / Monthly / Annually / Every weekday / Once / Custom...
2. Selecting ""Custom..."" opens a modal dialog
3. Modal header reads ""Custom recurrence""
4. Modal overlays the wizard",Web,Manual,Smoke Test,P1,Custom Recurrence,,,C1568884
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check Custom recurrence modal should display all required UI elements,,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Observe the modal layout
2. Check each section: Repeat every, Repeat on, Ends
3. Check available buttons","1. Modal shows ""Repeat every"" row: number spinner (default 1) + unit dropdown (day/week/month/year)
2. Modal shows ""Repeat on"" row: day buttons S/M/T/W/T/F/S (visible when week is selected)
3. Modal shows ""Ends"" section: Never / On / After N occurrences radio buttons
4. Cancel and Confirm buttons present at bottom",Web,Manual,Smoke Test,P1,Custom Recurrence,,,C1568885
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check ""Repeat on"" day buttons should appear only when weekly unit is selected",,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Select ""week"" unit from the unit dropdown
2. Observe the ""Repeat on"" row
3. Change unit to ""day""
4. Observe the ""Repeat on"" row again","1. When ""week"" is selected: day buttons S/M/T/W/T/F/S are visible and clickable
2. When ""day"" is selected: ""Repeat on"" row is hidden
3. State is correct after switching back and forth",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1568886
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check ""Repeat on"" day buttons should be hidden when daily / monthly / annually unit is selected",,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Select ""day"" unit → observe
2. Select ""month"" unit → observe
3. Select ""year"" unit → observe","1. ""day"" unit: ""Repeat on"" row not visible
2. ""month"" unit: ""Repeat on"" row not visible
3. ""year"" unit: ""Repeat on"" row not visible
4. No layout shift or broken UI when switching units",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1568887
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check weekly recurrence with multiple days (Mon/Wed/Fri) should be saved when clicking Confirm,"Repeat every: 1 week
Repeat on: Monday, Wednesday, Friday
Ends: Never","Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Ensure unit is ""week"" with interval 1
2. Click the M (Monday) day button
3. Click the W (Wednesday) day button
4. Click the second T (Friday) day button
5. Verify Ends is set to ""Never""
6. Click Confirm","1. M, W, F buttons show selected/highlighted state after clicking
2. Clicking Confirm closes the modal
3. Repeat dropdown in the wizard now shows ""Custom"" or a summary of the schedule
4. No error is shown",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1568888
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check weekly recurrence with single day selection should be saved when clicking Confirm,"Repeat every: 1 week
Repeat on: Monday only
Ends: Never","Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Ensure unit is ""week""
2. Click only the M (Monday) button
3. Click Confirm","1. Monday is highlighted/selected
2. Modal closes on Confirm
3. Repeat dropdown shows custom schedule
4. No validation error",Web,Manual,Sanity Test,P2,Custom Recurrence,,,C1568889
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check Confirm should be blocked or show error when weekly unit is selected but no day is chosen,"Repeat every: 1 week
Repeat on: no day selected","Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Select ""week"" unit
2. Ensure no day buttons are selected (deselect if any pre-selected)
3. Click Confirm","1. Confirm button is disabled, OR
2. Clicking Confirm shows inline validation error such as ""Please select at least one day""
3. Modal does NOT close
4. No job configuration is saved",Web,Manual,Regression Test,P1,Custom Recurrence,,,C1568890
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Ends ""Never"" should be the default selection when Custom recurrence modal first opens",,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. Open Custom recurrence modal for the first time (no prior custom value)
2. Observe the Ends section","1. ""Never"" radio button is selected by default
2. No additional date/count input is shown
3. ""On"" and ""After"" radio buttons are visible but not selected",Web,Manual,Sanity Test,P1,Custom Recurrence,,,C1568891
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Ends ""On"" should show date picker input when selected",,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. In Ends section, click the ""On"" radio button
2. Observe the UI change
3. Click the date picker
4. Select a future date (e.g., 2026-12-31)","1. Selecting ""On"" reveals a date picker input field
2. ""After N occurrences"" input is hidden
3. Date picker allows selecting a future date
4. Selected date is displayed in the input field",Web,Manual,Sanity Test,P2,Custom Recurrence,,,C1568892
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Ends ""After N occurrences"" should show number input and accept valid values when selected",After value: 5,"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. In Ends section, click the ""After"" radio button
2. Observe the UI change
3. Enter 5 in the occurrences number input
4. Click Confirm","1. Selecting ""After"" reveals a number input for occurrences
2. Date picker is hidden
3. Value 5 is accepted in the input
4. Confirm closes modal and saves the After=5 configuration",Web,Manual,Sanity Test,P2,Custom Recurrence,,,C1568893
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,"Check Repeat every interval should support values greater than 1 (e.g., every 2 weeks)","Repeat every: 2 weeks
Repeat on: Monday
Ends: Never","Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. In ""Repeat every"" section, change the number from 1 to 2
2. Ensure unit is ""week""
3. Select Monday from day buttons
4. Click Confirm","1. Number field accepts value 2
2. Modal closes on Confirm
3. Repeat dropdown shows ""Custom"" or ""Every 2 weeks on Monday""
4. No error",Web,Manual,Regression Test,P2,Custom Recurrence,,,C1568894
EkoAI Console > Release 18.00 (Morning Brief) > Create Scheduled Job (UI),Admin,Web,Check Cancel button should dismiss modal without saving any Custom recurrence settings,Configured: every 2 weeks on Mon/Wed (not yet confirmed),"Admin is on Step 1 of Create wizard
Repeat dropdown is visible
""Custom..."" has been selected and modal is open","1. In modal: change interval to 2, select week, click M and W
2. Click the Cancel button
3. Observe the repeat dropdown value in the wizard","1. Modal closes immediately on Cancel
2. Repeat dropdown retains its original value (e.g., ""Weekly on Monday"" or ""Once"") unchanged
3. No custom recurrence is applied
4. No error message",Web,Manual,Regression Test,P2,Custom Recurrence,,,C1568895
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,"Check Custom recurrence modal should open when selecting ""Custom..."" from Repeat dropdown on Edit Scheduler configuration page",An existing scheduled job with any repeat setting,"Admin is logged in to EkoAI Console
An existing scheduled job is open on the Job Configuration page","1. Locate the Repeat dropdown on the Job Configuration page
2. Click the dropdown
3. Select ""Custom...""
4. Observe","1. Dropdown shows preset options including ""Custom...""
2. Selecting ""Custom..."" opens the Custom recurrence modal
3. Modal header reads ""Custom recurrence""
4. Modal functions the same as in the Create wizard",Web,Manual,Smoke Test,P1,Custom Recurrence,,,C1568896
EkoAI Console > Release 18.00 (Morning Brief) > Job Configuration (UI),Admin,Web,Check Custom recurrence modal should be pre-populated with previously saved values when re-opened,"Job saved with custom recurrence: every 1 week on Mon/Wed/Fri, Ends Never","Admin has already saved a job with Custom recurrence (weekly Mon/Wed/Fri)
Admin is on the Job Configuration page","1. Click the Repeat dropdown on config page
2. Select ""Custom...""
3. Observe the pre-filled values in the modal","1. Modal opens with ""week"" unit already selected
2. M, W, F day buttons are pre-selected/highlighted
3. Ends section shows ""Never"" selected
4. Interval shows 1
5. No data from a previous session bleeds in",Web,Manual,Sanity Test,P2,Custom Recurrence,,,C1568897
