"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > My Mity Skills > Add New Skills","","","User cannot add new skill with have no trigger conditions","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add instructions
6. Click 'save skill'","1. User sees a message like 'Trigger conditions are required'.
2. Still in add new skill page.","","Manual","Regression Test","P2","","","","C1216347"
"Agentic > My Mity Skills > Add New Skills","","","User cannot add new skill with have no instructions","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Click 'save skill'","1. User sees a message like 'Instructions are required'.
2. Still in add new skill page.","","Manual","Regression Test","P2","","","","C1216348"
"Agentic > My Mity Skills > Add New Skills","","","User can enhance with AI when enter trigger conditions and instructions in eng lang","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions in eng
6. Add instructions in eng
7. Click 'Enhance with AI'","1. Trigger conditions was provided in eng.
2. Instructions was provided in eng.","","Manual","Regression Test","P0","","","","C1216349"
"Agentic > My Mity Skills > Add New Skills","","","User can enhance with AI when enter trigger conditions and instructions in thai lang","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions in thai
6. Add instructions in thai
7. Click 'Enhance with AI'","1. Trigger conditions was provided in eng (but correct context in thai).
2. Instructions was provided in eng (but correct context in thai and have some thai words include a little bit).","","Manual","Regression Test","P0","","","","C1216350"
"Agentic > My Mity Skills > Add New Skills","","","User can enhance with AI when enter trigger conditions and instructions in eng and thai lang","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions in eng and thai
6. Add instructions in eng and thai
7. Click 'Enhance with AI'","1. Trigger conditions was provided in eng (but correct context in thai).
2. Instructions was provided in eng (but correct context in thai and have some thai words include a little bit).","","Manual","Regression Test","P0","","","","C1216351"
"Agentic > My Mity Skills > Add New Skills","","","User can choose icon","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click on icon to choose icon that want to used
8. Click 'save skill'","1. Icon is changed.
2. Skill is created successfully and displays on my mity skills.","","Manual","Regression Test","P0","","","","C1216352"
"Agentic > My Mity Skills > Add New Skills","","","User can click to remove icon (back to default icon)","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click on icon to choose icon
8. Click on icon then click remove
9. Click 'save skill'","1. Icon is changed to default icon (smiling face).
2. Skill is created successfully and displays on my mity skills.","","Manual","Regression Test","P0","","","","C1216353"
"Agentic > My Mity Skills > Add New Skills","","","User can cancel to add new skill","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click 'cancel'","1. User sees a message like 'Are you sure want to leave without completing the assistant skill creation?'.
2. User goes back to explore mity skills page.
3. Skill is not created.","","Manual","Regression Test","P0","","","","C1216354"
"Agentic > My Mity Skills > Add New Skills","","","User can click to go back to explore mity skills page","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click '<-' (backward symbol)","1. User sees a message like 'Are you sure want to leave without completing the assistant skill creation?'.
2. User goes back to explore mity skills page.
3. Skill is not created.","","Manual","Regression Test","P0","","","","C1216355"
"Agentic > My Mity Skills > Add New Skills","","","User can see info tooltips for Trigger Conditions and Instructions","","","1. Hover over the '?' icon next to Trigger Conditions or Instructions","1. Tooltip appears explaining the purpose of the field.","","Manual","Regression Test","P0","","","","C1216356"
"Agentic > My Mity Skills > Add New Skills > Upload File","","","User can add knowledge sources by upload PDF file","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click 'add knowledge sources'
8. Click 'Upload file'
9. Choose PDF file
10. Click 'save skill'","1. Knowledge source PDF file has been added in skill.
2. User sees a message like 'Skill saved successfully'.
3. Skill is created successfully and displays on my mity skills.","","Manual","Smoke Test","P1","","","","C1216357"
"Agentic > My Mity Skills > Add New Skills > Upload File","","","User can add knowledge sources by upload CSV file","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click 'add knowledge sources'
8. Click 'Upload file'
9. Choose CSV file
10. Click 'save skill'","1. Knowledge source CSV file has been added in skill.
2. User sees a message like 'Skill saved successfully'.
3. Skill is created successfully and displays on my mity skills.","","Manual","Smoke Test","P1","","","","C1216358"
"Agentic > My Mity Skills > Add New Skills > Upload File","","","User can add knowledge sources by upload TXT file","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click 'add knowledge sources'
8. Click 'Upload file'
9. Choose TXT file
10. Click 'save skill'","1. Knowledge source TXT file has been added in skill.
2. User sees a message like 'Skill saved successfully'.
3. Skill is created successfully and displays on my mity skills.","","Manual","Smoke Test","P1","","","","C1216359"
"Agentic > My Mity Skills > Add New Skills > Upload File","","","User cannot add knowledge sources by upload unsupported file (i.e. image file, zip file)","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Click 'add knowledge sources'
8. Click 'Upload file'
9. Try to choose image or zip file","1. User cannot find any file that is not a supported document file.","","Manual","Regression Test","P0","","","","C1216360"
"Agentic > My Mity Skills > Add New Skills > Knowledge Source","","","User can remove knowledge sources","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Upload a knowledge source file
8. Click 'x' on knowledge source
9. Click 'save skill'","1. Knowledge source is removed from skill.
2. User sees a message like 'Skill saved successfully'.
3. Skill is created successfully and displays on my mity skills.","","Manual","Regression Test","P0","","","","C1216361"
"Agentic > My Mity Skills > Add New Skills > Knowledge Source","","","User cannot add knowledge sources more than 5 files","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Upload 5 knowledge source files
8. Try to upload 6th file","1. When uploaded reach 5 files, add knowledge sources button should be unclickable.
2. Still in add new skill page.","","Manual","Regression Test","P0","","","","C1216362"
"Agentic > My Mity Skills > Add New Skills > Knowledge Source","","","User cannot add knowledge sources more than 20mb/file","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Add skill name
5. Add trigger conditions
6. Add instructions
7. Upload file more than 20mb","1. User sees a message like 'Cannot upload this file'.
2. Still in add new skill page.","","Manual","Regression Test","P0","","","","C1216363"
"Agentic > My Mity Skills > Add New Skills > Knowledge Source","","","User cannot upload unsupported file type as knowledge source","","","1. Try to upload .zip file as knowledge source","1. System shows validation error.","","Manual","Regression Test","P0","","","","C1216364"
"Agentic > My Mity Skills > Add New Skills > Few Shot","","","User can add up to 5 few-shot samples","","","1. Login as user
2. Go to train assistant skills
3. Click '+ Add New Skill'
4. Scroll to 'Few Shot' section
5. Enter text into Sample 1, 2, 3, 4, and 5","1. User can enter text into all 5 sample boxes.
2. Text is saved along with the skill.","","Manual","Regression Test","P2","","","","C1216365"
"Agentic > My Mity Skills > Add New Skills > Few Shot","","","User can hide/show Few Shot section","","","1. Click 'Hide'/'Show' toggle on the Few Shot section","1. Section collapses or expands accordingly.","","Manual","Regression Test","P0","","","","C1216366"
"Agentic > My Mity Skills > Add New Skills > Few Shot","","","User cannot enter sample text longer than 50 characters","","","1. Login as user
2. Go to train assistant skills
3. Click '+ Add New Skill'
4. Scroll to 'Few Shot' section
5. Enter text with more than 50 characters into Sample box","1. System truncates input at 50 characters or shows warning.","","Manual","Regression Test","P0","","","","C1216367"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User can enhance trigger conditions with AI","","","1. Enter draft trigger conditions
2. Click 'Enhance with AI' button in Trigger Conditions section","1. AI generates a more professional/optimized version of the trigger condition.","","Manual","Regression Test","P2","","","","C1216368"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User can undo AI Enhancement","","","1. Click 'Enhance with AI'
2. Click the 'Undo' arrow icon next to the button","1. Trigger condition reverts to the previous text entered by the user.","","Manual","Regression Test","P0","","","","C1216369"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User can redo AI Enhancement after undo","","","1. Click 'Enhance with AI'
2. Click 'Undo'
3. Click 'Redo' (Forward arrow icon)","1. Trigger condition reverts to the AI-enhanced version.","","Manual","Regression Test","P0","","","","C1216370"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User can enhance instructions with AI","","","1. Enter draft instructions
2. Click 'Enhance with AI' button in Instructions section","1. AI generates a more detailed/optimized version of the instructions.","","Manual","Regression Test","P2","","","","C1216371"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User cannot enhance with AI when trigger conditions is empty","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Leave trigger conditions empty
5. Click 'Enhance with AI'","1. System shows error message 'Failed to enhance with AI'.
2. Error toast notification appears at top of page.","","Manual","Regression Test","P2","","","","C1216372"
"Agentic > My Mity Skills > Add New Skills > AI Enhancement","","","User cannot enhance with AI when instructions is empty","","","1. Login as user
2. Go to train assistant skills
3. Click '+ add new skill'
4. Leave instructions empty
5. Click 'Enhance with AI'","1. System shows error message 'Failed to enhance with AI'.
2. Error toast notification appears at top of page.","","Manual","Regression Test","P2","","","","C1216373"
"Agentic > My Mity Skills > Edit Skill","","","User can edit skill name with valid condition in skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit skill name
3. Click 'save skill'","1. User sees a message like 'Skill saved successfully'.
2. Skill name has changed.
3. Skill is updated successfully and displays on my mity skills.","","Manual","Sanity Test","P2","","","","C1216374"
"Agentic > My Mity Skills > Edit Skill","","","User can edit trigger conditions in skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit trigger conditions
3. Click 'save skill'","1. User sees a message like 'Skill saved successfully'.
2. Trigger conditions has changed.
3. Skill is updated successfully and displays on my mity skills.","","Manual","Sanity Test","P2","","","","C1216375"
"Agentic > My Mity Skills > Edit Skill","","","User can edit instructions in skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit instructions
3. Click 'save skill'","1. User sees a message like 'Skill saved successfully'.
2. Instructions has changed.
3. Skill is updated successfully and displays on my mity skills.","","Manual","Sanity Test","P2","","","","C1216376"
"Agentic > My Mity Skills > Edit Skill","","","User can edit knowledge sources in skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit and choose knowledge sources
3. Click 'save skill'","1. User sees a message like 'Skill saved successfully'.
2. Knowledge sources have changed.
3. Skill is updated successfully and displays on my mity skills.","","Manual","Sanity Test","P2","","","","C1216377"
"Agentic > My Mity Skills > Edit Skill","","","Editing skill reflects in Chat immediately","","have skill in my mity skills","1. Edit trigger condition of an existing skill
2. Go to Chat
3. Prompt with the NEW trigger","1. AI activates the skill based on the updated trigger.","","Manual","Regression Test","P2","","","","C1216378"
"Agentic > My Mity Skills > Edit Skill","","","User can edit icon in skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit icon
3. Click 'save skill'","1. User sees a message like 'Skill saved successfully'.
2. Icon has changed.
3. Skill is updated successfully and displays on my mity skills.","","Manual","Regression Test","P0","","","","C1216379"
"Agentic > My Mity Skills > Edit Skill","","","User can cancel to edit skill","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit skill name
3. Click 'cancel'","1. User sees a message like 'Are you sure want to leave without completing the assistant skill creation?'.
2. Skill doesn't update.","","Manual","Regression Test","P0","","","","C1216380"
"Agentic > My Mity Skills > Edit Skill","","","User can click to go back to explore mity skills page","","have skill in my mity skills","1. Click on skill in my mity skill
2. Edit skill name
3. Click '<-' (backward symbol)","1. User sees a message like 'Are you sure want to leave without completing the assistant skill creation?'.
2. Skill doesn't update.","","Manual","Regression Test","P0","","","","C1216381"
"Agentic > Android > Chat > Tool Tag","","","Verify User Can see Research Analyst tool tags with Research Analyst Agent","<p>Agent Name : Research Analyst Agent</p>
","<p>User is in a chat with Research Analyst Agent</p>
","<ol>
<li>User is in logged in</li>
<li>User is in agent AI ( on the sidebar )</li>
<li>Send a message that calls research tools (Example: 'Research the latest AI trends in 2026')</li>
<li>Expand the 'Thinking steps' or tool usage view</li>
</ol>
","<p>Tags 'research', 'web_scraper', 'social_trend' are displayed correctly in the thinking steps.</p>
","","Manual","Sanity Test","P1","","","","C1544820"
"Agentic > Android > Chat > Tool Tag","","","Verify User Can see Document Analyst tool tags with Document Analyst Agent","Agent Name : Document Analyst Agent","User is in a chat with Document Analyst Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls knowledge base tools (Example: 'Summarize the uploaded document regarding company policies')
4. Expand the 'Thinking steps' or tool usage view","Tags 'km_agents', 'query_knowledge_base' are displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544821"
"Agentic > Android > Chat > Tool Tag","","","Verify User Can see Data Analyst tool tags with Data Analyst Agent","Agent Name : Data Analyst Agent","User is in a chat with Data Analyst Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls data query tools (Example: 'Query the total sales count for Q1 2026')
4. Expand the 'Thinking steps' or tool usage view","Tags 'query_sql', 'query_databricks', 'query_vertica' are displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544822"
"Agentic > Android > Chat > Tool Tag","","","Verify User Can see Creative Agent tool tags with Creative Agent","Agent Name : Creative Agent","User is in a chat with Creative Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls image generation tools (Example: 'Generate an image of a futuristic city skyline')
4. Expand the 'Thinking steps' or tool usage view","Tag 'image_generator' is displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544823"
"Agentic > Android > Chat > Tool Tag","","","Verify User Can see Generic tool tags with Generic Agent","Agent Name : Generic Agent","User is using a generic tool","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls a generic tool (Example: 'Calculate 125 * 4')
4. Expand the 'Thinking steps' view","Tag 'mcp_tool' is displayed for generic tool usage in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544824"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see timeout error message with <<TIMEOUT_TESTING>> keyword","<p>Keyword : <<TIMEOUT_TESTING>></p>
","<p>User is logged in and on an active chat screen with internet connected</p>
","<ol>
<li>User is in active chat screen</li>
<li>Type <<TIMEOUT_TESTING>></li>
<li>Tap Send icon</li>
<li>Observe the agent response area</li>
</ol>
","<p>""1. The agent responds with a message bubble containing the error_timeout status.</p>

<ol>
<li>The error message text reads 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง' (or the equivalent client-translated text for the user's language).</li>
<li>The agent avatar (cat ears icon) is displayed alongside the error message.</li>
<li>The message appears in the correct chat position (left-aligned as an agent response).""</li>
</ol>
","","Manual","Regression Test","P1","","","","C1544845"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see timeout error message with disconnected internet","Message : Hello","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Send a normal message to confirm chat is working
3. Turn off Wi-Fi and Mobile Data
4. Type a new message in the chat input field
5. Tap Send icon
6. Observe the chat area for the error response","""1. The message is sent or queued from the user side.
2. An error_timeout message is displayed with the translated text 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง'.
3. The error message clearly indicates a server timeout, not a generic error.
4. The agent avatar is displayed alongside the error message.""","","Manual","Regression Test","P1","","","","C1544846"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see translated timeout error with English device language","Device Language : English","User's Android device language is set to English","1. User is in Android Settings page
2. Set device language to English
3. Open the Agentic app and navigate to a chat
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe the error message text","""1. The error message displays in English (client-translated text matching the device language).
2. The message is fully readable and grammatically correct.
3. No raw keys, placeholders, or untranslated strings are visible (e.g., no '{clientTranslatedText}' shown).""","","Manual","Regression Test","P2","","","","C1544847"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see translated timeout error with Thai device language","Device Language : Thai","User's Android device language is set to Thai","1. User is in Android Settings page
2. Set device language to Thai
3. Open the Agentic app and navigate to a chat
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe the error message text","""1. The error message displays 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง'.
2. Thai characters render correctly without garbled text or encoding issues.
3. Text is properly wrapped within the message bubble without clipping.""","","Manual","Regression Test","P2","","","","C1544848"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see correct UI layout with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Observe the message bubble styling
5. Compare with normal agent response messages","""1. The error_timeout message bubble has the same visual style as normal agent messages (left-aligned, with agent avatar).
2. The agent avatar (cat-eared icon) is displayed correctly next to the message.
3. The message text is legible with proper font size and color contrast.
4. The message bubble does not overlap with other UI elements (input bar, header).""","","Manual","Regression Test","P2","","","","C1544849"
"Agentic > Android > Chat > Error Handling","","","Verify User Can use chat functionally with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Type a normal message
5. Tap Send
6. Observe the agent response","""1. The normal message is sent successfully after the error.
2. The agent responds with a valid reply (not another error).
3. The chat input field remains functional.
4. No app freeze or crash occurs after the error message.""","","Manual","Regression Test","P1","","","","C1544850"
"Agentic > Android > Chat > Error Handling","","","Verify User Can use chat functionally with internet reconnection","State : Network Disconnected","User is on an active chat with internet connected","1. User is in active chat screen
2. Turn off Wi-Fi and Mobile Data
3. Type a message and tap Send
4. Wait for the error message to appear
5. Turn Wi-Fi or Mobile Data back on
6. Wait 5 seconds for reconnection
7. Type a new message and tap Send","""1. The error_timeout message was shown during the offline period.
2. After reconnecting, the new message is sent successfully.
3. The agent responds normally to the new message.
4. Previous error_timeout message remains in chat history.""","","Manual","Regression Test","P2","","","","C1544851"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see app stability with consecutive timeout errors","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Repeat typing <<TIMEOUT_TESTING>> and sending four more times
5. Observe app behavior throughout","""1. Each '<<TIMEOUT_TESTING>>' produces a corresponding error_timeout message.
2. All 5 error messages are displayed in chronological order in the chat.
3. The app does not crash, freeze, or become unresponsive.
4. Scrolling remains smooth through the error messages.""","","Manual","Regression Test","P2","","","","C1544852"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see timeout error in history with app restart","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Force close the Agentic app
5. Reopen the Agentic app
6. Navigate to the same chat conversation","""1. The previous error_timeout message is visible in the chat history.
2. The translated error text is displayed correctly (not blank or corrupted).
3. Chat history order is preserved.""","","Manual","Regression Test","P0","","","","C1544853"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see timeout error in history with chat switching","Keyword : <<TIMEOUT_TESTING>>","User has at least two chat conversations","1. User is in active chat screen (Chat A)
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Open sidebar and switch to Chat B
5. Send a normal message in Chat B
6. Switch back to Chat A via sidebar","""1. Chat A still shows the error_timeout message.
2. The error text is displayed correctly.
3. No data loss or duplication of messages occurs.""","","Manual","Regression Test","P0","","","","C1544854"
"Agentic > Android > Chat > Error Handling","","","Verify User Can not see retry button with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Inspect the error message bubble for any interactive elements","""1. Verify whether a retry or resend mechanism is present or absent.
2. If a retry button exists: it is clearly labeled and tappable.
3. If no retry button exists: the user can only retry by sending a new message manually.
4. Document the observed behavior for acceptance criteria confirmation.""","","Manual","Regression Test","P2","","","","C1544855"
"Agentic > Android > Chat > Error Handling","","","Verify User Can see case-sensitive error with <<TIMEOUT_TESTING>> keyword variations","Keyword : <<timeout_testing>>","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Type <<timeout_testing>> and tap Send
3. Type <<Timeout_Testing>> and tap Send
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe and compare the three responses","""1. Document which variations trigger the error_timeout message.
2. Only the exact match '<<TIMEOUT_TESTING>>' (all uppercase) should trigger the timeout.
3. Other variations should be treated as normal chat messages.""","","Manual","Regression Test","P0","","","","C1544856"
"Agentic > Android > Chat > Error Handling","","","Verify User Can scroll chat history with timeout error message","<p>Keyword : <<TIMEOUT_TESTING>></p>
","<p>User has a chat with 20+ existing messages</p>
","<ol>
<li>User is in active chat screen</li>
<li>Navigate to a chat with existing message history</li>
<li>Type <<TIMEOUT_TESTING>> and tap Send</li>
<li>Wait for the error message to appear</li>
<li>Scroll up through the chat history</li>
<li>Scroll back down to the latest error message</li>
</ol>
","<p>""1. The error_timeout message is visible at the bottom of the chat.</p>

<ol>
<li>Scrolling is smooth and uninterrupted.</li>
<li>The error message does not disappear or re-render incorrectly after scrolling.</li>
<li>Auto-scroll to latest message works correctly.""</li>
</ol>
","","Manual","Regression Test","P0","","","","C1544857"
"Agentic > Android > Chat > MCP Loading Indicator","","","Verify that the loading state is displayed when the agent is processing a request","<p>N/A</p>
","<p>User is logged in on the Android app. User is in a chat with an Agent.</p>
","<ol>
<li>Login to the account</li>
<li>Navigate to the chat page with an Agent</li>
<li>Send a message to the agent (e.g., 'Hello, what can you do?')</li>
<li>Observe the UI immediately after sending the message while waiting for a response</li>
</ol>
","<p>A visible loading indicator (e.g., spinner or skeleton text) is displayed while the agent is processing the request.</p>
","","Manual","Sanity Test","P2","","","","C1544863"
"Agentic > Android > Chat > MCP Loading Indicator","","","Verify that the 'Thinking' state is displayed and conveys progress","N/A","User is logged in on the Android app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a complex request that requires the agent to use tools or think
4. Observe the agent's message bubble before the final answer is provided","A 'Thinking...' indicator or expandable thinking steps view is displayed, correctly indicating that the agent is actively working on the request.","","Manual","Regression Test","P0","","","","C1544864"
"Agentic > Android > Chat > MCP Loading Indicator","","","Verify that the user instructions or prompts are accurately displayed","N/A","User is logged in on the Android app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Type a multi-line or detailed instruction in the input field
4. Send the message
5. Verify how the sent instruction appears in the chat transcript","The sent instruction is displayed accurately without text truncation, layout breaks, or formatting issues.","","Manual","Regression Test","P0","","","","C1544865"
"Agentic > Android > Chat > MCP Loading Indicator","","","Verify that the loading and thinking states are hidden once the final response arrives","N/A","User is logged in on the Android app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a message to the agent
4. Wait for the final, complete response to appear","The loading spinner and active 'Thinking...' state disappear. Only the final response (and a collapsed thinking steps block if applicable) remains visible.","","Manual","Regression Test","P0","","","","C1544866"
"Agentic > Android > Chat > MCP Loading Indicator","","","Verify the UI behavior when network connection is lost during the loading or thinking state","<p>N/A</p>
","<p>User is logged in on the Android app. User is in a chat with an Agent.</p>
","<ol>
<li>Login to the account</li>
<li>Navigate to the chat page with an Agent</li>
<li>Send a message to the agent</li>
<li>While the agent is in the loading or thinking state, disconnect the network (e.g., turn on Airplane Mode)</li>
<li>Observe the UI behavior</li>
</ol>
","<p>The application handles the network loss gracefully, displaying an appropriate error message (e.g., 'Network disconnected' or 'Failed to send message') and does not freeze indefinitely.</p>
","","Manual","Regression Test","P0","","","","C1544867"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Check that setting sharepointConfig.enabled=true in network-config should auto-create managed KM and SYSTEM_SHAREPOINT_KM assistant","network-config payload: {""sharepointConfig"": {""enabled"": true}} / networkId: net-001","Valid networkId exists / Admin API key configured / No existing SharePoint managed KM for this network","1. Send PATCH network-config with sharepointConfig.enabled=true for net-001
2. Query the knowledge table for networkId=net-001 and managed=true and source='sharepoint'
3. Query the assistants table for SYSTEM_SHAREPOINT_KM linked to net-001
4. Verify fulfillment record is created","1. knowledge table contains a managed=true / source='sharepoint' record for net-001
2. SYSTEM_SHAREPOINT_KM assistant is created and linked to net-001
3. Fulfillment record is present","","Manual","Smoke Test","P1","","","","C1550253"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Verify that enabling sharepointConfig on a second network should create independent managed KM without affecting the first network","networkId: net-001 (already enabled) / networkId: net-002 (new enable)","net-001 already has SharePoint managed KM / net-002 exists / Admin API key configured","1. Send PATCH network-config with sharepointConfig.enabled=true for net-002
2. Query knowledge table for net-001 managed SharePoint records
3. Query knowledge table for net-002 managed SharePoint records
4. Verify unique constraint (networkId / managed / source) holds for both","1. net-002 has its own managed KM and assistant created
2. net-001 records are unchanged
3. Unique constraint is satisfied for both networks","","Manual","Sanity Test","P1","","","","C1550254"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Verify that disabling sharepointConfig.enabled should NOT delete the managed KM or SYSTEM_SHAREPOINT_KM assistant","network-config payload: {""sharepointConfig"": {""enabled"": false}} / networkId: net-001","net-001 has existing SharePoint managed KM and assistant / Admin API key configured","1. Send PATCH network-config with sharepointConfig.enabled=false for net-001
2. Query knowledge table for net-001 managed SharePoint records
3. Query assistants table for SYSTEM_SHAREPOINT_KM linked to net-001","1. Managed KM record for net-001 still exists in knowledge table
2. SYSTEM_SHAREPOINT_KM assistant record still exists
3. No teardown or deletion is triggered","","Manual","Sanity Test","P1","","","","C1550255"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Check that attempting to create a second managed SharePoint KM for the same network should be rejected by unique constraint","Duplicate insert: networkId=net-001 / managed=true / source='sharepoint'","net-001 already has managed SharePoint KM / DB access to knowledge table","1. Attempt to directly insert a second managed=true / source='sharepoint' record for net-001 into knowledge table
2. Observe database response
3. Verify existing record is unchanged","1. Insert is rejected with a unique constraint violation error
2. Only one managed SharePoint KM record exists for net-001","","Manual","Regression Test","P1","","","","C1550256"
"Agentic > SharePoint KM > ASAP Integration > Managed Resource Creation","","","Check that enabling sharepointConfig with an invalid or nonexistent networkId should return an error and not create orphaned records","network-config payload: {""sharepointConfig"": {""enabled"": true}} / networkId: nonexistent-net-999","Admin API key configured / networkId net-999 does not exist","1. Send PATCH network-config with sharepointConfig.enabled=true for net-999
2. Check knowledge table for any orphaned records with networkId=net-999
3. Check assistants table","1. API returns 404 or 400 error
2. No KM records created in knowledge table
3. No assistant records created","","Manual","Regression Test","P1","","","","C1550257"
