"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check dynamic BullMQ queue should be created per run and cleaned up after completion","","EkoAI system is running / Database is connected","1. Trigger a job run
2. Observe queue creation
3. Wait for run to complete","1. Dynamic queue created for this specific run
2. Queue handles action messages for the run
3. Queue cleaned up (obliterate) after completion","API","Manual","Regression Test","P2","Dynamic Queue","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check Redis keys should be cleaned up after run completes","","EkoAI system is running / Database is connected","1. Trigger multiple job runs
2. Observe Redis key count after each run completes","1. Orphaned Redis keys cleaned up via queue.obliterate
2. No key accumulation over time
3. Redis memory usage remains stable","API","Manual","Regression Test","P2","Redis Cleanup","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check HomePage indexes should support fast lookups by user and network","","EkoAI system is running / Database is connected","1. Create multiple HomePage records
2. Call homePage.getLatest for a specific user","1. Index on { userId / networkId / expiresAt / createdAt } is used
2. Query executes efficiently
3. Results returned without full collection scan","API","Manual","Regression Test","P2","Index Performance","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check Network ekoConfig should store Eko connection details securely","","EkoAI system is running / Database is connected","1. Configure network with ekoConfig.baseUrl and ekoConfig.apiKey
2. Inspect storage","1. ekoConfig stored with network record
2. apiKey not exposed in plaintext
3. Connection details used for Eko API calls","API","Manual","Regression Test","P2","Network Config","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check ApiKey indexes should enable efficient verification lookups","","EkoAI system is running / Database is connected","1. Create multiple API keys
2. Verify one API key via request","1. Index on { keyHash / status } used for lookup
2. Verification completes in O(1) time
3. No full table scan needed","API","Manual","Regression Test","P2","Key Index","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check _etag concurrency should resolve multi-action race between two workers","","Multiple workers are running concurrently","1. Two action workers complete last two actions for same user concurrently
2. Both attempt to write final status","1. _etag concurrency ensures only one write succeeds
2. Other worker retries and sees updated state
3. Final aggregated status is correct","API","Manual","Smoke Test","P1","Multi-Action Race","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check optimistic concurrency should resolve cutoff vs action completion race","","Multiple workers are running concurrently","1. Action completes at exact moment cutoff processes same user
2. Both attempt to update status","1. Whoever writes _etag first wins
2. Terminal states are not overwritable
3. Data remains consistent regardless of race outcome","API","Manual","Smoke Test","P1","Cutoff vs Action","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check duplicate orchestrator invocations should not cause duplicate processing","","Multiple workers are running concurrently","1. Two orchestrator scans overlap processing same candidates
2. Both attempt to claim same user","1. Workers use _etag on ScheduleJobRunUser
2. Only one worker claims and processes
3. Other worker retries and skips already-claimed records","API","Manual","Regression Test","P1","Duplicate Orchestrator","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check concurrent writes by cutoff and action workers should not corrupt data","","Multiple workers are running concurrently","1. Cutoff worker and action worker write to same record simultaneously
2. Observe data consistency","1. Optimistic concurrency resolves conflict
2. Loser retries and reads latest state
3. No partial or inconsistent writes","API","Manual","Regression Test","P1","Concurrent Writes","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check system should handle burst of concurrent triggers without data loss","Multiple jobs with same nextRun time","Multiple workers are running concurrently","1. Configure multiple jobs with identical nextRun time
2. Scheduler tick fires for all simultaneously","1. Each job gets its own ScheduleJobRun
2. No job is skipped or processed twice
3. All runs complete independently","API","Manual","Regression Test","P1","Burst Triggers","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Race Conditions","Admin","API","Check worker recovery should handle mid-process failures without duplicate actions","Worker crashes during delivery","Multiple workers are running concurrently","1. Action worker crashes mid-delivery
2. BullMQ retries the message
3. New worker picks up the message","1. New worker checks current state via _etag
2. If delivery completed / skips duplicate action
3. If delivery incomplete / resumes processing","API","Manual","Regression Test","P1","Worker Recovery","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check job should be created when POSTing valid payload to create endpoint","Valid ScheduleJob payload","User has API access / EkoAI backend is running","1. POST to create ScheduleJob endpoint with valid payload
2. Observe response","1. Job is created successfully
2. HTTP 201 response with job ID
3. Job is visible in dashboard","API","Manual","Smoke Test","P1","Create API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check full job configuration should be returned when getting job by ID","","User has API access / EkoAI backend is running","1. GET ScheduleJob by job ID
2. Observe response","1. Returns full job configuration
2. All fields populated: name / schedule / endpoint / audience
3. HTTP 200 response","API","Manual","Smoke Test","P1","Get API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check job should be updated and nextRun recalculated when PATCHing trigger config","Updated trigger fields","User has API access / EkoAI backend is running","1. PUT/PATCH ScheduleJob with updated fields
2. Include trigger config changes","1. Job is updated successfully
2. nextRun recalculated if trigger changed
3. HTTP 200 response with updated data","API","Manual","Smoke Test","P1","Update API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check job should be soft-deleted when calling DELETE endpoint","","User has API access / EkoAI backend is running","1. DELETE ScheduleJob by job ID
2. Observe response and database","1. Soft-delete: isDeleted=true
2. HTTP 200/204 response
3. Job no longer appears in active list","API","Manual","Smoke Test","P1","Delete API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check scheduler tick should process due jobs when calling trigger endpoint","","User has API access / EkoAI backend is running","1. POST to /_internal/scheduled-job-action-orchestrator/trigger
2. Due jobs exist","1. Scheduler tick is triggered
2. Due jobs picked up and processed
3. Returns success response","API","Manual","Smoke Test","P1","Trigger API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check HomePage should be created when POSTing valid payload with valid API key","Valid HomePage payload with x-api-key","User has API access / EkoAI backend is running","1. POST /api/v1/home-page with valid payload
2. Include valid x-api-key header","1. HomePage record is created
2. HTTP 201 response with record ID
3. Record accessible via getLatest","API","Manual","Smoke Test","P1","HomePage Create API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check HomePage should be updated when PUTting with valid homePageId","Updated content","User has API access / EkoAI backend is running","1. PUT /api/v1/home-page/:id with updated content
2. Include valid x-api-key header","1. HomePage record is updated
2. HTTP 200 response
3. Updated content reflected in getLatest","API","Manual","Smoke Test","P1","HomePage Update API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check latest HomePage should be returned when calling getLatest RPC","","User has API access / EkoAI backend is running","1. Call v0/homePage.getLatest with authenticated user session
2. User has active HomePage records","1. Returns latest non-expired HomePage
2. Authenticated session verified
3. Content is complete and up-to-date","API","Manual","Smoke Test","P1","GetLatest RPC","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check 400 error should be returned when creating job with missing required fields","Payload missing name / endpoint / audience","User has API access / EkoAI backend is running","1. POST to create ScheduleJob with incomplete payload
2. Observe response","1. HTTP 400 response
2. Error details indicate missing required fields
3. No job is created","API","Manual","Regression Test","P1","Create Validation","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check 404 error should be returned when getting non-existent job ID","Non-existent job ID","User has API access / EkoAI backend is running","1. GET ScheduleJob with a non-existent ID
2. Observe response","1. HTTP 404 response
2. Error message indicates job not found
3. No data is returned","API","Manual","Regression Test","P1","Not Found","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check callback endpoint should reject requests with invalid payload format","Malformed callback payload","User has API access / EkoAI backend is running","1. POST callback with malformed or invalid payload
2. Observe response","1. HTTP 400 response
2. Error indicates invalid payload format
3. No ScheduleJobRunUser modified","API","Manual","Regression Test","P2","Invalid Callback","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check paginated list should return correct results for ScheduleJobs","Multiple jobs exist","User has API access / EkoAI backend is running","1. GET all ScheduleJobs for a network
2. Check pagination parameters","1. Returns paginated list of jobs
2. Pagination metadata included (page / limit / total)
3. All active jobs accessible through pagination","API","Manual","Regression Test","P2","Pagination","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check job run history should be paginated when many runs exist","Job with many past runs","User has API access / EkoAI backend is running","1. GET ScheduleJobRuns for a job with many past runs
2. Check pagination","1. Returns paginated list of past runs
2. Each run includes status and timestamps
3. Pagination allows browsing all history","API","Manual","Regression Test","P2","Run History API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check enable/disable toggle should work when PATCHing isEnabled field","","User has API access / EkoAI backend is running","1. PATCH job with isEnabled=true
2. Then PATCH with isEnabled=false","1. Job enable status toggles correctly
2. Enabled job included in scheduler
3. Disabled job excluded from scheduler","API","Manual","Regression Test","P1","Toggle API","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > API Endpoints","Admin","API","Check run statistics should be returned correctly from stats endpoint","","User has API access / EkoAI backend is running","1. GET stats endpoint for a job with past runs
2. Observe response","1. Returns run statistics: total runs / success rate
2. Stats reflect actual run history
3. Data is aggregated correctly","API","Manual","Regression Test","P2","Stats API","Eko 18.0","Sharp"
